;words;doc_occurance
336;commercial;5
338;commodity;1
346;comparison;2
364;compressed;2
365;conclusion;1
368;conclusively;2
369;conditional;1
370;confidence;2
371;confirmed;2
372;congestive;1
374;conscientious;1
375;consensus;3
378;consistent;2
379;constituent;3
380;constituents;4
382;consume;2
383;consumed;5
384;consuming;1
390;contents;2
393;contributions;2
397;controversial;3
398;convention;2
399;convertible;1
400;convinced;1
401;cooked;2
402;cooking;3
406;cornelius;1
408;corresponding;4
411;couple;1
414;credited;3
415;crew;1
419;crews;1
423;cured;2
425;curious;3
426;curr;1
429;cutting;1
430;cystic;1
446;dairy;2
449;dam;1
460;deadly;2
462;dec;2
466;deemphasize;1
467;deficiencies;3
482;deficient;2
487;degree;4
488;department;5
489;depending;8
490;deprivation;2
496;designated;1
497;detachable;1
498;determinable;1
508;diane;2
541;diets;3
546;differentiation;1
547;differing;2
548;directive;1
551;discarded;1
567;disorder;2
568;disorders;2
569;dissolve;1
570;distillations;1
575;doctor;1
576;doctors;1
581;doisy;1
582;dosage;1
585;dropped;2
589;drummond;1
590;dutch;2
591;dzieje;1
609;eat;2
611;edi;1
620;efficacy;1
621;efficiently;1
622;egg;2
625;egyptians;1
627;eijkman;1
628;elderly;1
629;electrons;1
631;elucidated;1
632;enable;1
633;endemic;1
635;englewood;2
636;ensure;2
637;ensuring;2
638;enthusiastically;1
646;ep;1
647;equally;2
648;er;1
650;ergocalciferol;1
651;errors;2
671;evaluating;2
674;events;1
680;example;5
684;excessive;3
685;excreted;1
686;expeditions;1
689;experimental;1
690;experimented;1
695;exposures;1
696;extracting;2
697;f;3
698;facilitate;3
703;factors;5
704;failed;2
706;failure;2
707;falcon;1
708;false;1
716;fda;1
717;feb;1
722;fed;2
726;federal;1
731;fellow;1
732;fetus;1
733;ff;1
735;findings;1
737;fit;1
738;flavin;1
739;flavins;1
740;florida;1
741;focused;2
742;folate;1
743;folates;1
744;folic;1
746;folinic;1
782;formulations;1
784;frederick;5
785;fresh;1
788;friend;1
789;fruits;4
792;fukuwatari;1
796;fundamental;6
797;funk;1
800;gave;3
809;getman;1
811;gmp;1
816;goodman;1
817;governmental;1
818;granit;1
825;grits;1
831;growing;6
836;gustav;1
837;haldan;1
867;helped;1
869;hemolytic;1
870;henrik;1
879;holding;1
880;hopkins;1
889;hypervitaminosis;1
890;hypothesis;1
891;hypoventilation;1
892;i;5
893;identification;1
896;identify;3
898;ii;3
899;iii;1
900;illness;2
901;illnesses;2
902;imperial;1
904;inborn;1
917;inexpensive;1
921;inhibit;2
922;inhibits;1
935;intakes;1
939;interfere;1
944;intestinal;1
945;intimately;2
948;investig;1
949;investigated;2
951;involve;4
955;isolate;1
960;jack;3
965;japanese;3
972;jean;3
989;kagaku;1
990;kamran;1
991;karrer;1
993;kazimierz;1
994;keffer;1
996;kf;1
997;knew;1
1007;ks;1
1011;laetrile;1
1026;leafy;2
1031;legal;3
1032;lemons;2
1036;lettered;1
1045;lifestyle;1
1046;likelihood;2
1049;limes;2
1050;limey;1
1051;limit;6
1054;limits;3
1057;lind;1
1064;lister;1
1078;losses;2
1080;lunin;1
1081;maciej;1
1088;maintenance;1
1091;males;1
1092;mandate;1
1093;manufacturers;1
1094;maqbool;1
1095;markers;1
1096;marketers;1
1097;maryanna;1
1098;mask;1
1100;maximum;2
1103;meat;2
1111;medications;1
1115;medlineplus;2
1118;mental;2
1119;merck;1
1120;metab;1
1121;metabolite;1
1123;methods;3
1124;methylene;1
1125;mg;3
1126;mice;1
1132;micronutrients;3
1135;microorganisms;3
1139;military;2
1140;milk;2
1143;mineral;5
1149;minerals;4
1151;minor;5
1153;mistakenly;1
1154;mixture;3
1156;mohammed;1
1158;moment;1
1159;monitor;1
1160;monographs;2
1161;month;1
1162;months;2
1163;morale;1
1169;multivitamin;1
1172;n;3
1176;names;4
1178;naming;4
1189;naturopath;1
1190;nauki;1
1191;nausea;1
1192;navy;1
1201;neurosoup;1
1202;newborn;1
1205;niacin;1
1206;nickname;1
1207;nierenstein;1
1210;nih;1
1211;nikolai;2
1223;nostrand;1
1225;nov;1
1237;nutr;1
1253;nutritional;2
1260;nuts;2
1261;objectors;1
1262;observed;4
1263;obsessive;1
1269;obtaining;3
1279;officers;1
1283;operations;1
1284;opin;1
1297;output;1
1298;overdose;1
1299;overdosing;1
1301;paba;1
1302;painful;1
1312;pdf;1
1313;pekelharing;1
1314;pellagra;1
1315;penguin;1
1319;periodically;1
1321;peripheral;1
1323;perri;1
1327;persons;2
1328;pharmacological;1
1329;pharmacopeia;1
1331;pharmacopoeial;1
1333;physiological;2
1337;pieces;2
1340;plagued;1
1341;plain;1
1343;poison;2
1346;polish;1
1347;polished;2
1349;polyethylene;1
1353;postulated;1
1354;potency;1
1355;potential;6
1358;power;4
1359;practices;2
1360;practicing;1
1361;practitioners;1
1362;precursor;2
1365;predictor;1
1366;pregnancy;1
1367;prentice;3
1368;preoccupation;1
1369;preparations;1
1370;prescription;1
1373;prevailing;3
1381;preventing;2
1384;preventive;1
1387;prevents;3
1388;previous;3
1405;processed;2
1416;prolonged;1
1418;promising;1
1423;properly;1
1427;prosthetic;1
1428;protects;3
1429;protein;6
1436;published;4
1438;pulm;1
1439;purity;1
1442;pyridoxine;1
1443;pyrithiamine;1
1445;quality;4
1448;quarry;1
1449;quest;2
1451;quon;1
1452;ra;1
1453;rabelo;1
1454;ragnar;1
1455;randomized;1
1458;rash;1
1459;raw;4
1460;raymond;3
1461;rda;1
1464;reader;1
1470;reclassified;3
1479;recommendation;1
1480;recommendations;1
1494;registration;1
1495;regular;1
1496;regulate;4
1497;regulating;2
1498;regulation;2
1506;regulators;1
1508;rejected;2
1511;relationship;4
1512;relaxation;1
1514;rely;4
1517;renaissance;1
1518;renamed;2
1521;reportedly;1
1522;reporting;2
1524;represents;3
1525;reproduced;1
1529;requirement;2
1538;responses;3
1539;responsibility;1
1540;restrictive;1
1547;retinol;1
1570;review;5
1573;riboflavin;1
1574;rice;4
1579;rickets;1
1580;rindi;1
1581;ripe;1
1585;rohde;1
1587;roles;3
1588;roth;1
1591;run;2
1592;russian;2
1593;safe;1
1598;said;4
1599;salicylate;1
1600;sample;3
1601;sashwati;1
1602;schweizerische;1
1605;scientist;2
1608;scorbutic;1
1609;scott;3
1611;scurvy;1
1617;secondary;4
1622;seep;2
1623;select;2
1624;semisynthetic;1
1631;services;2
1637;severe;1
1641;sheets;2
1643;sheffield;1
1644;shibata;1
1646;shortened;1
1649;significance;3
1657;skips;1
1659;smokers;1
1663;solely;2
1669;soya;1
1673;specify;2
1674;speziallebensmittel;1
1675;stallings;1
1679;staple;3
1685;steamed;1
1686;sterility;1
1692;strong;6
1701;subcell;1
1702;subcellular;1
1705;succeeded;1
1706;sufficient;3
1714;supplement;2
1725;supplements;3
1749;surgeon;1
1751;susan;3
1753;suspect;1
1755;svirbely;1
1756;symptoms;4
1758;syndrome;1
1759;synonymous;1
1760;synthesize;4
1773;takaki;1
1777;taking;5
1779;tartu;1
1780;task;1
1782;taste;4
1788;terrors;1
1789;testing;3
1792;therapeutics;1
1793;therapies;2
1794;thiamine;1
1797;thirteen;1
1798;tightly;1
1809;tokyo;1
1810;tolerances;1
1812;townsend;1
1813;toxicity;2
1814;tract;1
1815;trained;2
1818;treatise;1
1832;umbrella;1
1833;umetaro;1
1834;unclassifiable;1
1835;underlying;1
1840;universally;2
1845;unknown;2
1846;unlikely;2
1847;unpolished;1
1849;updated;1
1850;urinary;1
1851;usable;2
1858;va;1
1869;vary;5
1873;vegetables;3
1875;verordnung;1
1878;vitality;1
1879;vitamer;1
1880;vitamers;1
2030;vom;1
2031;von;5
2032;voyages;1
2033;wald;1
2035;war;2
2038;wavelength;1
2043;whites;1
2050;wilkins;1
2053;women;1
2062;wound;1
2063;wounding;1
2064;wright;1
2065;wydawnictwo;1
2066;y;1
2068;yeast;3
2071;yoder;1
2072;young;5
2073;zm;1
0;abiogenic;1
1;abiotic;1
3;abstracts;1
4;abundance;3
6;abundances;1
11;accessdate;1
13;accompanied;2
16;accounts;4
20;acetic;1
22;acetylene;1
23;achieved;2
24;achieves;2
25;achieving;1
30;acidities;1
32;activation;3
43;adjustments;1
44;adrian;2
45;adsorption;1
46;advance;1
47;advances;2
51;aeronautics;1
53;aerospace;1
57;agency;1
58;agriculture;5
64;alejandro;1
65;alessandro;1
71;alkane;1
72;alliance;1
77;aluminium;1
78;ambient;2
83;ammonia;3
89;anaerobic;2
100;andrew;3
101;announced;2
108;applications;2
132;aria;1
135;arrays;1
136;arthur;1
149;ash;1
150;asphyxia;1
151;asphyxiant;1
152;asphyxiation;1
153;ass;1
156;astrobiology;3
159;astronautics;1
160;astronauts;1
162;astrophysical;2
163;atlas;1
198;attractive;2
199;attributable;1
200;attribution;1
208;australian;1
209;authors;2
213;automotive;1
215;averaging;1
216;aviation;2
230;bad;1
231;balanced;1
232;balancing;2
234;basements;1
235;bbc;2
236;bed;2
245;belch;1
251;big;2
254;biodegradable;1
255;biogas;1
256;bioinformatics;1
261;bipropellant;1
262;blame;1
264;blends;2
269;boiling;2
274;boron;2
275;boxesall;1
277;breaks;1
278;bromine;1
279;btu;1
280;build;3
281;buildings;2
283;bulk;2
284;buried;1
285;burning;3
286;business;1
287;byproduct;1
291;calorific;1
292;cap;1
293;capabilities;1
295;capacity;2
296;capture;3
297;captured;2
298;capturing;2
299;carbide;1
318;carbonic;1
319;carbonium;1
322;carriers;1
323;cars;1
328;catalyzing;2
331;cations;2
332;cattle;2
339;cetane;1
340;cev;1
344;challenge;1
345;challenges;3
346;challenging;2
358;changing;2
374;chemist;1
375;chemistries;1
380;chewy;1
383;chloride;1
384;chlorination;1
386;chlorine;3
392;chloroform;1
393;cho;1
396;chris;1
401;claimed;3
405;clathrate;1
406;clathrates;1
408;clayton;1
416;cloud;3
418;clouds;2
420;clue;1
421;clues;1
422;cnes;1
424;cng;1
434;codenamed;1
437;collected;1
438;colonise;1
442;combinations;2
444;combine;1
445;combustibles;1
446;combustion;2
455;combusts;1
456;come;4
459;comet;1
465;compact;1
466;company;1
471;completed;1
473;completely;3
475;completes;1
479;component;4
506;concluded;1
507;condensed;1
511;confirms;1
512;conjectured;1
513;conjugate;1
514;consequence;1
527;container;1
544;context;1
545;contractor;1
549;conversion;3
555;converting;3
559;cooperative;2
561;cost;3
564;costs;2
566;cows;1
571;cruising;1
572;cryogenic;1
575;crystallizes;1
576;cubic;1
579;curiosity;1
591;cycle;5
593;dakota;1
594;dan;1
601;dated;3
614;debate;3
615;decarboxylated;1
616;decay;2
632;deeper;1
633;degenerate;1
634;del;1
635;delle;1
636;dello;1
639;demonstration;1
640;density;4
646;deprotonated;1
650;design;2
657;destructive;1
664;detection;2
666;determine;4
680;devils;1
682;dichloromethane;1
683;diesel;2
686;dieter;1
691;difficulty;1
692;digestionfuel;1
693;diluted;1
694;dimethyl;1
703;dioxygen;2
704;disaster;1
705;discharges;1
706;discover;3
711;displace;2
712;distances;2
713;distillation;1
714;distinguish;3
715;distribute;3
716;distributed;4
717;dmso;1
719;domestic;2
720;don;1
722;doug;1
723;dougal;1
724;dozen;1
726;drive;4
731;dwayne;1
740;ease;1
745;efforts;2
746;electric;2
747;electrical;1
750;electrification;1
751;electrolysis;1
753;elemental;4
755;emerald;1
756;emergency;1
757;emission;2
758;emissions;3
762;emit;2
765;enclosed;2
769;endergonic;1
770;energetic;2
784;engine;1
801;engineering;1
802;engines;1
804;enhanced;1
805;enter;4
806;enthalpy;1
808;entities;1
813;environmentally;1
815;envocare;1
819;equations;1
820;equipment;2
821;equivalent;3
833;ethane;1
841;ewine;1
845;exhaled;1
851;exoplanets;2
852;exotic;1
858;exploited;1
861;explosions;1
862;explosive;1
864;expose;1
868;extraction;2
871;extraterrestrial;2
873;eye;2
875;facility;1
880;familiar;2
881;fao;2
886;fault;1
888;fayalite;1
895;fields;4
896;fieldsarticles;1
901;finding;2
902;finds;2
910;firing;1
912;flammability;1
913;flammable;1
917;flatulence;1
918;flew;1
923;flightglobal;1
925;floors;1
927;fluorine;2
931;footnote;1
932;forcing;1
936;forecasting;1
942;formaldehyde;1
951;formula;2
953;formyl;2
954;forsterite;1
957;franklin;1
958;fraser;1
961;friendly;1
970;fuels;3
972;functional;5
973;furnace;1
979;g;4
980;gale;1
1024;gaseous;2
1036;gasesindustrial;1
1037;gasesmethanegaseous;1
1038;gasfuelsgreenhouse;1
1039;gcms;1
1040;gemini;1
1045;generate;3
1050;generation;2
1051;generators;1
1054;geophysical;3
1057;germany;2
1058;giuseppe;1
1060;gives;4
1061;glacial;2
1071;goddard;1
1076;governments;1
1077;grade;2
1084;greenhouse;2
1092;gregory;1
1100;guts;1
1101;h;4
1108;halogenated;1
1109;halogens;1
1110;hamilton;1
1114;hard;3
1115;harper;2
1117;harvested;1
1118;hazard;2
1119;hazards;1
1126;heating;3
1128;heavy;2
1144;hofmann;1
1145;homes;2
1148;hunt;1
1149;huygens;2
1150;hx;1
1151;hyakutake;1
1165;hydrogenating;1
1168;hydroxylation;1
1169;hypercoordinate;1
1181;ices;1
1185;identifies;1
1186;ignite;1
1187;ignition;1
1188;ill;1
1192;impulse;1
1212;indication;1
1218;inflammabile;1
1220;infrared;3
1222;infrastructure;1
1228;initiated;2
1229;initiative;2
1231;inspace;1
1232;inspired;1
1237;instrument;1
1239;insufficient;2
1240;integrated;2
1244;interglacial;1
1245;interiors;1
1247;intermediates;3
1252;invest;1
1254;investment;2
1256;involves;5
1263;ipcc;2
1268;isotopic;2
1269;isotopologues;1
1270;isp;1
1273;italian;2
1279;jan;1
1293;jeff;1
1294;jerry;1
1298;josh;1
1307;kalin;1
1308;kangaroos;1
1309;kegg;1
1311;keith;1
1317;keppler;1
1319;kilns;1
1320;kilonewtons;1
1321;kind;3
1322;kivu;1
1330;kroneck;2
1332;lake;3
1334;lakes;1
1335;landed;1
1337;landfill;1
1338;landfills;1
1339;landing;1
1355;laser;1
1358;launch;1
1365;lbf;1
1367;leaks;1
1368;leonard;1
1369;lettere;1
1382;lifetime;2
1394;limnic;1
1396;lining;1
1397;liquefaction;1
1398;liquefied;1
1414;lisa;1
1417;listwikipedia;2
1418;livestock;2
1422;lng;1
1429;load;1
1433;locates;1
1438;look;2
1447;lox;1
1451;lunar;2
1456;maggiore;1
1457;magnetite;1
1458;maiden;1
1469;manager;1
1506;marsh;1
1507;marshes;1
1508;martha;2
1523;mastering;1
1530;matter;5
1532;mcbride;1
1533;mcnutt;1
1534;mcroberts;1
1535;mdy;1
1540;measurements;2
1548;megajoules;1
1549;meganewtons;1
1554;metalloenzymes;1
1555;meteoroids;1
1556;methanation;1
1705;methanium;1
1707;methanogenesis;1
1708;methanogenic;1
1710;methanol;1
1712;methenium;1
1713;metheson;1
1724;methylation;1
1725;methyllithium;1
1729;microbes;4
1730;microbial;4
1735;mike;1
1738;mining;2
1741;mission;2
1748;mixtures;1
1749;mo;1
1752;modeling;1
1771;moleculeshidden;1
1773;monooxygenase;1
1774;monoxide;1
1779;morpheus;1
1780;mos;1
1786;multistep;1
1787;municipal;1
1788;musk;1
1792;nasa;3
1801;nations;2
1804;nativa;1
1847;neptune;2
1858;nickel;2
1859;nist;1
1860;nitrite;1
1862;nmol;1
1863;noaa;2
1877;nsidc;1
1880;numbered;1
1881;o;1
1887;object;3
1888;observations;2
1891;observatory;3
1893;occupants;1
1894;occupy;1
1914;odorless;1
1916;oh;1
1923;olivine;1
1925;omar;1
1926;operation;1
1927;orbital;3
1929;orbitals;1
1934;orbitech;1
1935;orbiter;1
1959;outgassed;1
1960;outline;2
1962;overall;2
1963;overlap;2
1978;p;3
1981;pain;1
1982;paludi;1
1983;paper;3
1984;parabolic;1
1991;passing;3
1993;patrick;1
1996;payback;1
1997;penetrate;2
2001;periodic;1
2004;permafrost;1
2012;phosphorus;4
2013;photoelectron;1
2015;physicist;1
2016;physics;1
2017;pioneer;1
2018;piped;1
2019;pipeline;1
2021;pipelines;1
2023;pka;1
2024;plains;1
2034;planned;1
2041;plume;1
2047;pollutants;2
2048;pollute;1
2049;poses;2
2050;positions;2
2070;ppb;1
2071;ppbv;1
2073;ppm;3
2074;practical;2
2075;practiced;2
2076;precautionary;1
2083;presently;2
2090;preston;1
2098;private;2
2100;probability;1
2103;probe;1
2116;processes;6
2150;progressed;1
2151;progresses;1
2153;promises;1
2154;prompted;2
2155;propellant;1
2157;propellants;1
2158;propensity;1
2160;proposal;2
2161;propose;2
2162;proprietary;1
2163;propulsion;1
2166;protonated;1
2168;providing;1
2170;publicly;1
2172;pure;2
2175;radiative;1
2182;rain;1
2183;randall;1
2187;raptor;1
2192;ratio;3
2193;ratios;3
2213;reactor;1
2215;reading;1
2216;readings;1
2221;recovering;1
2224;recycled;1
2237;refined;1
2239;reforming;1
2240;refrigerated;1
2242;regasified;1
2254;remains;4
2255;removal;2
2258;replenished;1
2286;restartable;1
2340;return;2
2342;reusable;1
2350;reverse;2
2353;reworked;1
2357;rising;2
2363;rocket;1
2380;rockets;2
2383;rockier;1
2385;rotate;2
2386;rover;1
2395;roving;1
2397;ruminants;1
2400;sabatier;1
2409;satellite;2
2412;scheme;2
2419;scientifically;1
2430;seam;1
2433;seconds;1
2436;sector;2
2437;sediments;2
2441;selected;2
2442;sense;4
2451;serpentine;1
2452;serpentinization;1
2457;shallow;1
2458;sheep;2
2460;shelf;2
2462;showed;4
2475;signifies;2
2476;signor;1
2483;simplicity;1
2485;singlet;1
2486;situ;1
2489;slamming;1
2492;slowed;1
2499;snow;1
2501;soda;2
2514;sosa;2
2523;sourcearticles;1
2536;spacex;1
2538;specially;1
2546;spectrometer;1
2548;spectroscopic;1
2550;speculate;1
2551;speed;3
2552;spontaneous;3
2553;springer;2
2556;staged;1
2579;statementswikipedia;1
2580;steam;1
2584;stennis;1
2589;stephen;3
2591;steve;2
2592;stomach;1
2593;storable;1
2594;storage;4
2598;straddling;1
2599;stratosphere;2
2600;strength;2
2613;subjected;1
2614;subsoil;1
2618;successor;1
2625;suitable;4
2627;sulfoxide;1
2640;surprising;1
2641;surya;1
2642;sushil;1
2643;sustaining;1
2645;synfuels;1
2652;tailpipe;1
2654;takes;7
2655;tankers;1
2656;tanks;1
2660;telecon;1
2661;telegraph;1
2669;tenuous;1
2675;tested;1
2679;tetrachloride;1
2680;tetrahedral;1
2681;thaindian;1
2682;theoretically;3
2687;thrust;1
2689;thruster;1
2690;thrusters;1
2695;tolerate;1
2698;touted;1
2703;tracking;1
2704;transferred;2
2713;transporting;1
2714;trap;2
2715;trapped;1
2716;treatments;2
2717;trichloride;1
2718;tries;1
2719;triply;1
2720;triton;1
2721;trucks;1
2725;tunable;1
2726;turbine;1
2727;twice;2
2728;tyler;1
2731;uffe;1
2733;ula;1
2735;uncontrolled;1
2736;underway;1
2737;unii;1
2762;unstable;1
2763;updating;1
2773;upset;1
2795;utilizes;1
2797;uv;2
2801;vacuum;1
2802;valence;1
2806;vapor;2
2808;vaporization;1
2815;vehicle;1
2819;vehicles;1
2821;vent;1
2827;vessels;3
2828;videos;1
2829;violently;1
2830;virginia;1
2833;volta;1
2842;warm;2
2843;warmed;1
2849;wastewater;1
2869;week;3
2870;wendelin;1
2873;whiff;1
2874;widespread;5
2875;wilhelm;1
2879;wired;1
2884;workman;1
2892;x;1
2893;xcor;1
2901;york;6
2905;zasyadko;1
0;abruptly;1
2;absorb;2
6;absorbers;1
7;absorbing;2
8;absorbs;1
23;accumulating;1
24;accurately;1
38;advanced;2
39;aerosols;1
40;affected;5
41;afternoon;1
77;aircraft;1
78;airliners;1
103;altitudes;1
105;altitudinal;1
111;ams;1
113;angle;2
115;animation;1
117;anthropogenic;1
120;apollo;1
121;apparently;2
126;approximate;1
131;approximates;1
132;archean;1
138;arnold;1
245;aurora;1
250;aurorae;1
251;auroras;1
253;australis;1
255;availability;4
270;backlit;1
271;balance;2
272;ballistic;1
273;balloon;1
274;balloons;1
275;banded;2
276;bands;1
277;barometric;1
282;beautiful;1
290;behaves;1
291;behavior;2
292;bending;1
303;biogeochemistry;1
310;boca;2
311;bombardment;1
312;border;1
313;boreal;3
314;borealis;1
316;bort;1
324;bounded;1
325;breakdown;2
327;buildup;2
328;built;2
336;calm;1
349;carbonate;1
363;ceases;1
365;centimeter;1
372;chapter;4
379;chester;1
380;chiefly;2
382;chlorofluorocarbons;1
383;chorley;1
390;cite;2
401;clips;1
407;cloudless;1
414;cloudy;1
418;colder;1
421;coldest;1
423;colliding;1
425;collisions;2
426;colors;1
427;combined;5
428;combines;1
441;compose;1
455;conduct;1
456;confused;1
460;consisted;2
462;constant;2
467;constantly;2
470;constraint;1
490;continually;1
491;continues;3
492;contribution;2
496;cools;1
499;cruise;1
500;crutzen;1
502;cubes;1
503;cumulonimbus;1
507;curvature;1
508;customized;1
517;day;6
521;daytime;1
534;defines;2
535;definite;1
537;denote;1
538;denser;2
539;densities;1
556;depends;5
566;diagonally;1
570;difference;2
573;dimensions;1
581;direct;4
584;direction;4
589;discomfort;1
592;dispersion;1
593;displaced;2
594;displays;1
604;diurnal;2
611;dotted;1
612;drag;2
614;drawdown;1
616;driven;1
619;dropping;1
628;dynamic;2
670;earthatmospheric;1
673;eclipse;2
674;edge;2
681;electromagnetic;2
691;emits;1
694;emitted;1
696;emitters;1
697;emitting;1
698;encounter;2
702;endeavour;1
703;ends;1
714;equation;4
720;essentials;1
725;everest;1
734;exception;2
735;excluding;1
742;experience;1
744;extend;1
753;extremes;2
770;feel;1
772;fifty;1
773;filtered;1
775;fluctuated;1
776;fluctuations;2
778;flying;1
782;forest;4
798;gabon;1
824;genus;3
826;geomagnetic;1
827;geometric;1
829;geomon;1
831;giants;3
839;glossary;1
840;glow;1
841;govern;2
843;gradients;1
844;gradually;2
845;graph;1
862;harry;2
868;heats;1
879;hemisphere;2
880;heterosphere;1
882;hf;1
894;highest;2
899;hints;1
902;homogeneous;1
903;homosphere;1
905;horizon;1
906;hot;3
907;hotter;1
908;hour;3
915;humidity;1
916;hundreds;3
917;hydrides;1
920;ideal;3
923;idealised;1
924;illustration;1
959;index;3
967;inert;1
970;influences;2
979;inner;3
980;instrumented;1
981;instruments;2
986;intercomparison;1
987;intergovernmental;1
989;intermittent;1
995;interview;1
997;introductory;2
998;inversion;2
1001;ionization;1
1002;ionized;1
1011;isothermal;1
1012;isotope;3
1013;isotopy;1
1014;iss;1
1016;joe;1
1024;kg;1
1025;kids;2
1026;kilometers;2
1027;kilometre;1
1028;kilometres;1
1032;kroto;1
1046;laureate;1
1088;leave;1
1095;lies;1
1112;lightest;1
1113;lightning;1
1116;limb;1
1119;link;3
1125;locally;3
1132;lomagundi;1
1141;looks;1
1163;magnetosphere;2
1173;maintained;4
1178;manuel;1
1208;measurable;1
1211;measurement;2
1215;menthuen;1
1217;merges;1
1218;mesopause;1
1222;mesosphere;1
1229;meteorological;1
1232;meters;1
1235;metric;1
1236;microwave;2
1238;microwaves;1
1247;mirror;1
1249;mixing;1
1252;modeled;1
1256;moisture;2
1257;mole;1
1270;monitored;2
1272;motions;2
1274;movement;6
1275;mystery;1
1276;nacreous;1
1277;naked;3
1301;nights;1
1305;nitrous;1
1307;noah;1
1310;noctilucent;1
1317;noticeable;1
1328;observers;1
1332;occupying;1
1338;oceanic;2
1347;onboard;1
1352;opposite;3
1353;optical;1
1356;orange;1
1360;orbiting;2
1362;orbits;2
1372;outermost;1
1373;overcast;1
1375;overlying;1
1391;oxygenation;1
1406;paleomar;1
1407;panel;2
1413;particulate;2
1414;partly;2
1418;pascals;1
1420;passes;1
1425;peaks;1
1439;phenomena;3
1441;phenomenon;4
1442;photons;1
1446;photosynthesizing;1
1449;pie;1
1450;pioneers;1
1453;places;2
1455;planavsky;1
1463;plate;2
1464;plot;2
1465;plus;2
1470;pollen;3
1472;pollution;1
1475;portions;1
1478;predict;1
1513;profile;1
1521;propagation;1
1522;proportion;4
1528;pyrite;1
1529;quadrillion;1
1531;questions;2
1533;quoted;1
1534;radiance;1
1558;randy;1
1565;rarefied;1
1569;rayleigh;1
1570;rays;1
1572;reach;3
1574;reached;2
1579;reboosts;1
1580;receives;1
1594;reentry;1
1599;referencescommons;1
1605;reflects;1
1606;refracted;1
1607;refraction;1
1608;refractive;1
1617;reinhard;1
1643;restricts;1
1666;rotates;2
1674;runs;1
1676;russell;1
1680;scarce;1
1694;scintillation;1
1716;seeing;2
1731;shadow;1
1732;sharp;1
1734;ships;1
1735;shorter;2
1743;shuttle;1
1754;sits;1
1756;sky;2
1777;sophisticated;2
1779;sound;1
1783;sounding;1
1796;spacecraft;1
1798;spectra;1
1799;spectrum;2
1808;sprites;1
1809;stabilizes;1
1812;stably;1
1820;start;3
1827;station;1
1830;storms;2
1831;straddle;1
1832;stratified;1
1833;stratify;1
1834;stratopause;1
1848;stratospheric;1
1851;stretches;1
1854;strongly;6
1860;sublimated;1
1862;suggesting;3
1864;sulfide;2
1869;summit;1
1880;sunlit;1
1881;sunset;1
1882;sunsets;1
1883;supplemented;2
1894;surrounds;1
1904;talking;1
1905;tall;2
1906;tar;1
1907;tarbuck;1
1908;tectonics;1
1909;teisserenc;1
1950;thermopause;1
1963;thinner;1
1967;thunder;1
1972;tonnes;1
1981;trajectories;1
1983;transferring;3
1984;transitioning;1
1985;transmission;1
1986;transmit;2
1987;transmittance;1
1988;travel;3
1989;travelers;1
1990;travels;1
1993;tropopause;1
2007;tropospheric;1
2009;turbopause;1
2010;turbulence;1
2012;turbulent;1
2023;unfiltered;1
2031;unlike;4
2038;usual;1
2056;variations;3
2074;vega;1
2075;vegetation;2
2079;video;1
2101;warmest;1
2120;wavelengths;1
2129;waves;1
2141;whitish;1
2146;window;1
2148;windows;1
2168;zone;2
5;accordance;3
13;achieve;2
26;added;4
31;address;2
32;addresses;1
38;adulterated;1
40;adulteration;1
41;adults;2
47;advantages;1
49;aesthetic;2
50;affect;3
54;aflatoxin;1
55;aflatoxins;1
57;african;1
61;agencies;1
63;aggravated;1
64;agreement;1
66;agribusiness;1
67;agricultural;3
78;agroecosystems;1
80;agronomy;2
81;aid;2
89;aisles;1
90;alcoholic;2
92;aldine;1
94;alimentarius;1
95;alkali;1
96;allergen;1
97;allergens;1
99;allergies;1
101;alleviated;1
104;alter;3
105;amber;2
121;anaphylactic;1
122;andras;1
152;anita;1
153;anne;1
155;anticarcinogens;1
159;appetizing;1
160;apple;1
161;apples;1
162;applying;1
167;arab;1
168;archaeological;1
174;aromatics;1
176;array;2
179;artery;1
180;artichokes;1
190;asado;1
197;asian;1
203;assimilated;1
207;assurance;1
208;assyrian;2
209;attacks;2
210;attempts;2
219;avoidable;1
220;avoidances;1
222;aware;1
235;bacterial;4
237;badly;1
238;baking;1
240;bangladesh;1
241;bank;1
243;banks;1
245;barbara;2
246;barbarian;1
247;barbecue;1
249;barclays;1
250;barriers;1
251;bars;1
253;basil;1
254;battle;1
257;beacon;1
258;beef;1
261;bees;2
262;begun;2
263;behavioral;2
269;betsy;1
275;bioprocess;1
278;blind;1
283;board;2
290;bosanac;1
291;botanical;2
292;bottled;1
293;bouillons;1
294;box;1
295;bradford;1
296;brands;1
297;bread;1
299;breaking;3
300;brick;1
301;briefing;1
302;briefings;1
304;brings;1
306;britain;1
308;broccoli;1
309;brought;1
311;bubbles;1
312;buds;1
313;bulbs;1
316;businesses;1
317;butcher;1
320;butchery;1
321;buy;1
330;cabbage;1
331;caleb;1
335;calling;1
336;calorie;1
339;campsites;1
346;cancers;1
348;canola;1
349;carbohydrates;4
350;carcinogens;1
355;caribbean;1
357;carotid;1
358;carpaccio;1
359;carrie;1
361;carrot;1
384;ceo;1
385;ceramic;1
386;cereal;3
387;cereals;2
398;chances;2
409;channel;1
414;characterized;5
416;charcoal;1
417;charred;1
418;chaser;1
419;cheap;1
420;check;1
