;words;doc_occurance
1079;retard;1
1080;retention;4
1096;retrospective;1
1097;revised;6
1099;rick;1
1100;ring;3
1101;riordan;1
1103;roh;1
1108;rotation;3
1109;routes;1
1110;royal;6
1114;s;2
1115;safety;4
1117;sailors;1
1118;salt;3
1119;salts;3
1121;samples;1
1122;school;3
1123;science;11
1125;scorbutus;1
1130;secretariat;1
1131;sent;1
1133;shared;4
1134;sheet;2
1136;signal;3
1137;signalling;1
1144;smell;2
1149;sodium;3
1152;sold;4
1153;solution;4
1154;solutions;2
1155;soon;4
1156;sorbose;1
1158;special;7
1163;spice;1
1164;spinach;1
1165;spontaneously;3
1166;sporting;1
1167;stabilized;2
1169;standards;4
1171;starch;3
1174;starts;2
1176;status;4
1178;step;3
1181;steps;3
1182;sterilized;1
1184;story;2
1185;strategy;2
1189;structures;7
1192;suboxydans;1
1193;sugar;5
1194;suggest;5
1196;suggestion;2
1197;supplemental;1
1198;supplementation;2
1200;supplies;2
1202;support;9
1204;supposed;1
1206;suspected;2
1207;swimming;1
1208;synthesis;7
1213;syringe;1
1215;systems;7
1216;tablets;4
1218;taken;9
1219;team;2
1220;teleost;1
1221;tempo;1
1222;tens;2
1223;terminate;2
1224;test;6
1225;thdp;1
1226;thiosulfate;1
1227;thomson;4
1229;threonic;1
1230;titration;1
1233;traditional;5
1235;transfer;4
1236;transferase;1
1238;treat;2
1239;treated;2
1240;treating;2
1241;treatment;4
1243;trends;4
1244;trials;2
1245;typical;4
1247;tyrosine;1
1248;uk;2
1250;ultrasensitive;1
1251;ump;2
1252;unable;3
1253;uncertain;2
1254;uncommon;1
1255;undergo;7
1257;undergoes;2
1261;unprotected;1
1262;unreactive;1
1275;users;2
1276;uses;6
1280;verified;3
1282;vertebrates;2
1283;vitamin;5
1315;volatile;1
1318;walter;2
1319;washington;3
1320;waste;2
1321;watched;2
1328;white;5
1329;wiley;6
1330;winner;1
1331;work;7
1333;working;7
1335;wothers;1
1336;xylonic;1
1338;yellow;2
1339;yield;3
1340;yielding;2
1341;yields;2
1342;zealand;2
0;abandoning;1
1;abandonment;1
2;absence;6
3;accent;1
10;account;5
11;accusative;1
13;acquired;4
14;actual;2
15;acute;3
17;addition;8
19;additionally;1
20;adjectives;1
22;adopting;1
23;adpositions;1
24;advocate;1
26;agreed;2
27;aimed;1
28;albania;1
31;albanialanguages;1
32;albanian;1
34;alexiou;1
35;alludes;1
36;allyn;2
38;alphabet;1
46;alphabetgreek;1
47;ambit;1
48;anastasia;2
49;anatolian;1
51;ancestor;4
80;angeliki;1
81;annual;8
82;ano;1
83;antiquity;2
85;apart;4
86;apostles;1
87;application;3
88;applies;3
89;approaching;2
90;appropriate;3
91;approximately;6
94;apulialanguages;1
95;archaeology;1
98;archaizing;1
104;armenialanguages;1
105;armenian;1
107;armies;1
108;arose;5
109;arrival;3
119;arvaniti;1
123;aspirated;1
124;assumed;2
125;attestation;1
127;attested;1
131;attic;1
133;attributive;1
146;balkan;1
150;basic;5
152;basically;2
153;basis;6
155;bc;3
158;berkeley;1
159;bible;1
160;biblical;1
161;bibliographic;1
162;bibliography;1
163;bilingualism;1
164;birth;2
166;"book
";1
167;borrowed;2
169;borrowings;1
171;branch;3
174;branches;4
175;breathing;2
176;byzantine;1
184;calabrialanguages;1
189;calls;1
196;canon;1
198;cappadocia;1
199;cappadocian;1
204;cases;4
207;categories;2
213;catholic;2
214;catholicism;1
215;center;6
218;centre;2
219;centuries;3
220;century;5
229;chadwick;2
240;charter;1
242;christianity;1
243;christine;3
244;citing;1
246;city;2
249;classical;5
260;classification;5
261;clauses;1
262;clay;3
268;codewikipedia;1
269;coexistence;1
270;coin;1
271;colin;1
273;colon;1
274;colonisation;1
275;columbia;1
276;comma;1
277;commissioner;1
279;communities;3
281;comparable;2
282;comparative;3
284;comparatively;1
285;compared;5
286;comparing;2
288;complete;8
291;comprehensive;3
292;compromise;1
293;concise;2
294;conclude;1
295;conference;1
296;conquered;1
298;conservative;2
302;consonantal;1
303;constantinople;1
304;constitutes;2
305;constitution;2
306;constructions;1
315;continuation;1
316;continuations;1
319;continuum;1
320;convenient;1
321;conventional;3
322;conventionally;1
323;conventions;2
324;convergence;1
325;corinth;1
326;council;1
327;counterparts;1
329;countries;6
333;course;4
335;courses;1
336;cover;2
339;critical;3
340;cultural;4
341;cursive;1
342;cypriot;1
347;cyprus;1
350;cypruslanguages;1
352;da;1
353;dark;2
354;das;1
357;database;4
358;date;4
362;dating;6
363;dative;1
365;dead;5
366;december;11
368;deciphered;1
370;decker;1
371;declarations;1
372;declared;1
375;definitive;3
376;demise;1
377;demotic;1
379;denoting;1
380;dependency;1
382;derivational;1
383;descendant;1
384;descriptions;1
386;designed;5
387;develop;8
392;diacritical;1
393;diacritics;1
394;dialect;1
399;dialects;1
401;dialogues;1
402;dictionaries;1
403;dictionary;4
404;diego;1
410;difficult;7
411;diglossia;1
413;dimotiki;1
415;diphthongs;1
418;disappeared;1
420;discipline;1
421;discourse;1
422;distinctions;1
425;distinguished;5
426;distinguishing;2
427;distribution;3
431;divergence;2
434;dmy;3
436;documented;3
438;dosuna;1
440;dropull;1
443;earliest;5
453;eastern;2
455;eccentricities;2
456;eclectic;1
458;edition;4
461;egypt;1
462;ekdoseis;1
463;electronic;4
464;elements;7
465;elliniki;1
466;emigrant;1
467;empire;2
470;employs;1
471;encountered;1
474;ending;1
475;englische;1
480;enjoyed;2
481;entered;1
484;entire;6
486;entirely;5
487;epic;2
488;epichoric;1
489;erasure;1
490;eric;3
491;especially;8
496;essentially;2
497;established;4
499;ethnic;2
500;ethnologue;1
508;etymological;1
510;europe;4
523;evolving;2
524;excellent;1
526;explanation;2
527;expressed;1
531;extensive;1
533;extent;4
536;fairly;3
538;fall;2
540;favor;3
546;fell;2
549;fitzroy;1
550;focuses;2
551;follow;2
553;foreign;2
572;foundation;3
575;foundational;1
576;framework;1
577;franca;1
579;frankochiotika;1
580;frankolevantinika;1
581;frankos;1
582;french;3
583;fricative;1
584;fricatives;1
585;fringes;1
590;fusion;2
591;fusional;1
592;future;7
593;gamkrelidze;1
594;gender;1
597;generative;1
598;genitive;1
603;georgia;1
605;german;4
607;gia;1
608;giannakidou;1
610;glottolog;1
612;gothic;1
613;gradual;1
614;graduated;1
615;graeca;1
616;grammar;1
625;grave;1
626;gray;1
629;greece;1
634;greecelanguages;1
789;greeklish;1
790;greeks;2
792;green;5
793;grouped;5
794;grouping;1
795;guide;5
796;haas;1
797;handbook;5
798;handful;1
799;handwriting;1
800;hangman;1
801;hans;1
803;harvard;4
804;having;5
806;heavily;2
807;hellenic;1
808;hellenistic;2
815;heritage;2
819;himara;1
834;holm;1
835;holy;1
836;homeric;1
841;identity;3
843;iliad;1
844;images;3
845;imitating;1
847;imperative;2
856;incorporated;3
857;independent;5
859;independently;4
861;indirect;4
862;individual;8
863;infinitive;1
864;inflectional;1
871;inherited;3
872;initially;5
873;ink;1
874;innovation;2
876;innovative;1
877;instead;5
878;institute;7
881;instrumental;2
882;intact;1
883;intelligence;1
884;intermediate;5
888;interpretation;3
889;interrelation;1
890;interrupted;1
891;introduced;4
894;involving;4
895;ionian;1
896;ionic;2
897;ipa;1
898;irene;1
899;isbn;10
910;island;1
911;iso;1
913;italy;2
914;james;6
915;jannis;1
921;katharevousa;1
931;koine;1
939;konstantinos;1
940;kristin;1
942;lacks;2
943;language;3
997;languagelanguages;1
998;languages;2
1009;languagesgreek;1
1010;languageshidden;1
1019;lars;1
1031;latin;5
1043;lausanne;1
1044;learn;1
1045;learned;1
1046;learning;2
1048;leaving;6
1050;length;4
1051;lessons;1
1054;letters;2
1057;lexical;1
1058;lexicons;1
1060;libya;1
1062;likewise;3
1063;limited;5
1064;linear;2
1073;lingua;1
1075;linguist;1
1076;linguistic;1
1077;linguistics;1
1081;linguists;1
1082;list;7
1086;lists;4
1087;literary;2
1089;literate;1
1090;literature;2
1098;loanwords;1
1109;lowercase;1
1111;macedonian;1
1114;machine;1
1124;manchester;1
1125;manfred;1
1131;margaret;2
1135;marks;2
1138;maronite;1
1139;martinus;1
1140;matched;1
1141;mathematics;2
1142;max;2
1147;mediae;1
1148;medieval;2
1158;melayubaso;4
1159;meletes;1
1160;membership;1
1161;messenia;1
1165;migration;2
1166;millenium;1
1167;millennium;3
1171;ministry;1
1172;minorities;1
1173;minority;1
1182;missionaries;1
1184;modal;1
1222;modify;3
1225;monophthongisation;1
1228;monumental;1
1229;morphological;2
1235;morphology;3
1237;mycenaean;1
1242;mycenean;1
1246;native;4
1251;neighbouring;2
1252;neutral;2
1254;nominal;1
1257;northeastern;1
1258;northern;4
1260;noun;1
1261;nouns;1
1262;november;7
1272;occasionally;3
1273;occurred;2
1274;oct;1
1276;office;5
1277;official;4
1297;oldest;5
1299;online;5
1303;onsets;1
1304;optative;1
1306;order;7
1307;organization;5
1315;orthographic;1
1316;orthography;1
1320;pages;6
1321;papers;1
1322;parlance;1
1323;participial;1
1324;participles;1
1333;people;6
1335;perfect;2
1337;perfective;1
1338;performed;3
1343;periphrastic;1
1348;permit;2
1349;permitting;1
1351;person;3
1353;peter;7
1354;phoenician;1
1356;phoneme;1
1357;phonemes;1
1358;phonetic;1
1359;phonological;1
1362;phonology;1
1363;phrase;2
1364;phrasebook;1
1365;phrygian;1
1366;pitch;1
1370;planck;1
1372;platonic;1
1373;plosives;1
1375;plural;1
1377;poems;1
1379;polarization;1
1380;polytonic;1
1382;pontic;1
1383;poorly;1
1384;populations;4
1385;portal;1
1386;portrayal;1
1387;possibly;6
1388;practice;2
1389;precede;1
1390;predicative;1
1392;prehistoric;2
1393;prepositional;1
1398;press;3
1400;principally;4
1403;productive;1
1406;program;2
1408;project;4
1409;promotes;4
1410;pronouns;1
1411;pronunciation;1
1412;proper;3
1415;provides;6
1416;public;4
1417;purposes;2
1419;puzzle;2
1420;quentin;1
1421;question;2
1425;quotations;3
1426;raft;1
1427;raised;2
1428;ranging;3
1430;read;3
1432;readable;1
1434;recognised;3
1439;reference;6
1441;reflected;3
1442;reform;1
1443;regard;1
1444;regional;2
1448;reinhold;1
1449;reintroduced;1
1456;relating;1
1457;relative;4
1461;remained;3
1464;rendering;1
1466;represent;4
1468;republic;2
1470;respect;2
1488;richard;6
1489;right;2
1491;road;2
1492;roman;2
1498;romanialanguages;1
1499;rome;1
1500;root;5
1501;roots;3
1503;roussou;1
1507;scholars;1
1510;schools;2
1517;scribes;1
1518;script;1
1524;searchable;1
1529;semantics;1
1530;semicolon;1
1534;service;4
1537;setting;1
1538;settlements;1
1539;seven;3
1540;shapes;2
1541;share;5
1542;shareware;1
1543;shift;3
1546;sidney;2
1547;sigma;1
1548;sign;3
1555;silent;1
1558;simplified;2
1559;singular;1
1560;slight;3
1561;smooth;2
1564;somewhat;4
1568;southern;4
1570;spanning;1
1571;speak;1
1572;speakers;1
1575;speech;1
1576;spell;1
1577;spoken;1
1589;stable;4
1591;stage;4
1592;stages;5
1603;stated;1
1607;states;9
1610;stemming;1
1612;stock;2
1614;stressed;1
1616;students;2
1622;style;3
1623;sub;1
1624;subgrouping;1
1625;subject;7
1626;subjects;2
1627;subjunctive;1
1628;substrate;2
1633;survey;3
1634;surviving;4
1636;swadesh;1
1638;syllabary;1
1640;syllabic;1
1644;syllable;1
1645;symbols;1
1646;syntax;1
1649;synthetic;5
1650;tablet;2
1655;tasos;1
1656;taught;2
1659;teleia;1
1660;tend;5
1661;tended;1
1662;tendencies;1
1663;tenses;1
1669;terminology;1
1670;territories;1
1672;testament;1
1678;textarticles;2
1680;textlanguages;1
1681;texts;1
1684;theory;5
1685;times;8
1686;tin;1
1693;tools;3
1694;topic;3
1695;towns;1
1696;traced;2
1700;tradition;4
1705;traditions;3
1706;translated;3
1707;translation;4
1708;transliteration;1
1709;treasure;1
1711;treaty;1
1712;"true
";2
1713;tsangalidis;1
1714;turkeylanguages;1
1715;turkish;1
1717;turn;4
1718;tutorial;1
1720;ukraine;1
1721;undergone;1
1722;unicode;1
1725;uninterruptedly;1
1731;unity;1
1743;unofficial;2
1744;unrecorded;1
1749;uppercase;1
1750;usage;2
1752;usages;1
1775;variant;2
1776;variants;1
1777;varied;2
1778;varieties;3
1781;variety;9
1786;venetian;1
1788;ventris;1
1789;verb;1
1790;verbal;1
1792;verbs;1
1795;vernacular;1
1798;vladimir;2
1799;vocabulary;1
1804;voiced;1
1806;voiceless;1
1808;vowel;1
1810;vowels;1
1813;vox;1
1814;vso;1
1815;wayback;2
1816;weak;3
1817;website;3
1818;weir;1
1819;western;5
1826;widely;5
1829;wikidataarticles;2
1831;william;7
1832;word;9
1845;works;2
1853;wortschatz;1
1854;write;1
1857;writing;2
1866;written;3
1;accessible;2
5;alchemists;1
6;alkaloids;1
7;allotropes;1
9;alloys;1
12;ammonium;3
16;arbitrary;2
17;aristotelian;1
18;aromatic;2
24;atom;3
25;atomic;3
28;automatically;2
29;bacteria;7
30;badertscher;1
32;beilstein;1
33;believe;2
35;berlin;2
36;biochemistry;3
38;biotechnologically;1
49;book;5
51;boxes;1
53;broader;1
66;carbonates;1
68;cas;1
80;chemistryhidden;1
83;classified;7
86;complicated;4
119;compoundsorganic;1
121;concentrations;6
122;concerned;1
123;connection;2
146;cyanate;1
147;cyanide;3
148;cyanides;1
152;databases;1
154;decisive;1
156;definition;7
161;desired;2
164;diamond;1
167;discussed;4
168;distinction;2
171;distinguishes;1
175;dna;4
179;engineered;2
180;enlarged;1
181;entries;1
183;ethanol;3
184;examples;7
186;excluded;1
187;excludes;4
188;exclusion;1
192;expandedarticles;3
193;expensive;3
194;experiment;1
195;experiments;4
196;express;2
197;extracted;2
206;friedrich;2
207;fundamentally;1
209;halides;1
210;halons;1
213;herbert;2
216;hydride;2
217;hydrocarbon;3
224;increasingly;4
225;industrially;1
227;inorganic;6
231;involvement;1
232;ir;1
234;isocyanide;2
235;iupac;1
240;klickstein;1
241;know;3
246;lacking;3
264;manufactured;3
265;marshall;2
266;martian;3
267;martin;1
271;mellitic;1
272;member;2
273;mentions;1
274;mesoxalic;1
275;message;3
279;methodology;1
280;methyl;3
284;missing;2
297;monohydride;2
305;nmr;1
318;ordinarily;1
352;organism;6
355;organizing;1
356;organometallic;1
357;organophosphorus;1
363;oxides;1
365;parent;4
366;peptides;1
367;philippe;2
371;plastics;1
372;polymers;1
375;powell;1
376;practically;1
381;prime;2
382;proceedings;5
392;reasonable;1
393;reasons;4
398;replacement;1
399;repository;1
400;requires;7
403;retains;1
415;scifinder;1
416;search;3
417;section;6
418;sets;3
424;simplest;4
427;slightly;5
439;specialized;4
441;spectroscopy;1
442;spencer;1
447;stereoisometrically;1
452;subdivided;3
454;subset;1
455;substance;3
458;survived;2
466;table;8
468;teflon;1
469;tefzel;1
470;textbooks;1
476;tool;2
478;traditionally;4
485;unsubstituted;1
486;urea;2
490;urine;1
492;utilizing;2
495;vitalism;1
1;academic;5
8;acanthocephala;1
10;acorn;1
11;act;6
12;adam;3
13;adaptation;4
16;adjacent;1
17;adopted;3
18;adult;1
19;advantage;4
21;agelas;1
23;allan;1
24;allen;2
25;alternative;3
28;americana;1
29;analysis;7
34;anaphase;1
38;ancestral;2
40;anemone;1
42;angela;1
43;anima;1
78;animalia;2
122;anmol;1
123;annelida;1
124;annelids;1
127;annotated;1
128;anomaly;1
129;anterior;1
130;anthropogenie;1
131;antipredator;1
132;anus;1
134;ap;2
141;appearanceshidden;1
144;appears;6
147;aqueous;2
148;archaea;2
157;argued;2
158;arms;1
160;arrow;2
161;arthropoda;1
172;asexual;3
175;asking;1
176;association;5
184;avoidance;1
185;avoiding;2
186;away;4
193;backbone;2
197;ballou;1
198;bartlett;2
200;basal;1
206;beings;2
208;belong;2
210;belonging;1
211;belongs;2
213;benjamin;5
214;bernard;4
215;bernstein;1
216;bilateral;1
218;bilaterally;2
220;bilaterian;1
223;bilaterians;1
240;biomarker;1
241;biomarkers;1
242;biomedia;1
244;bite;1
245;blackwell;1
246;blake;1
247;blastula;1
250;blocks;5
262;brachiopoda;1
263;bradley;1
266;brian;1
267;broad;4
268;broadly;2
270;bruce;4
271;bryozoa;1
272;building;6
274;burrows;1
277;caenorhabditis;2
278;calcified;2
302;capable;4
307;carmela;1
309;carole;2
310;carolus;1
313;casey;1
314;casts;1
316;catherine;2
318;cavity;2
332;cengage;3
338;chaetognatha;1
339;chamber;1
340;chambers;2
341;chang;1
344;characteristic;3
346;characteristically;2
347;characteristics;5
351;charlesworth;1
353;chemosynthetic;1
354;chimpanzees;1
355;choanocytes;1
356;chosen;1
358;christopher;5
359;ciliated;1
360;clade;2
362;claire;2
363;classes;1
368;claude;1
369;claus;1
371;cleavage;2
372;clifford;1
385;cnidaria;1
386;cnidarians;1
387;coelom;1
390;collagen;2
391;collared;1
392;college;3
394;coloring;1
395;comb;1
416;complexity;3
420;comprise;3
421;comprises;4
422;conclusions;2
423;conditions;5
424;conflict;1
425;connections;2
428;considerably;3
442;continuity;1
443;contract;1
444;contributed;3
445;control;7
446;convergent;1
449;copulations;1
451;cracking;1
453;crushed;1
454;cryogenian;1
455;crystallization;1
456;ctenophora;1
459;ctenophore;1
462;cum;1
463;cup;2
469;daniel;4
470;darts;1
481;death;4
482;decaying;1
484;decrease;3
485;decreased;1
486;deep;5
488;deleterious;2
490;dennis;3
492;depression;2
493;des;4
494;described;5
500;deuterostome;1
502;deuterostomes;1
514;developing;5
518;develops;2
528;differentiate;3
529;differentiated;2
532;digesting;1
533;digestive;2
542;discovery;6
543;discussion;2
544;dispersal;1
546;disperse;2
547;display;1
548;disputed;2
549;distantly;1
555;diverged;2
573;doubt;1
574;douglas;4
576;drawing;2
578;drosophila;1
579;dyes;1
580;ear;1
592;earthworms;1
593;easy;2
594;eaten;3
595;eating;4
596;eats;1
598;ecdysozoa;1
599;ecdysozoans;1
601;echinodermata;1
603;echinoderms;1
604;ecology;2
606;economical;1
607;ectoderm;1
609;ediacaran;1
610;ediciones;1
611;edith;2
613;education;2
614;educational;1
616;edward;4
617;eggs;1
619;eiichi;1
620;el;1
621;elastic;1
622;elegans;1
624;elephant;1
625;eli;1
626;elisabeth;1
627;embryological;1
628;embryos;2
630;emerged;3
631;emerging;2
632;emphasised;1
633;encompassing;1
652;engage;2
653;enterocoelic;1
654;entrance;1
658;environmental;6
659;ernst;2
666;eugene;1
667;eukaryotes;4
668;eukaryotic;4
671;eumetazoan;1
673;eumetazoans;1
674;evelyn;1
676;everyday;1
679;evidenced;1
691;exam;1
692;exceptions;4
694;exclusive;1
695;exclusively;2
696;explaining;1
698;expression;4
699;extant;2
706;extracellular;1
707;extrapolated;1
709;facilitated;2
710;facsimile;1
711;facts;2
712;fairywrens;1
714;father;1
715;feed;3
721;feeds;1
722;females;1
725;fertile;2
728;fishes;1
729;fixed;3
730;flagellated;1
731;flagellates;1
732;flagellum;1
733;flatworms;1
734;flexible;1
735;floor;2
736;flukes;1
738;fly;1
775;fossilization;1
783;frank;2
784;frederik;1
787;fundamentals;2
788;fungi;5
790;fuse;2
791;gametes;1
794;gap;2
795;garland;3
796;gastrula;1
798;ged;1
799;gene;3
806;genes;3
812;genetics;2
814;genome;3
821;genomes;2
822;genomic;2
823;geomorphology;1
824;gerald;3
825;germ;2
829;gert;1
833;globally;2
836;gombe;1
837;gouldii;1
838;graptolites;1
839;grazer;1
840;grazing;2
842;gre;1
844;gromia;1
862;gut;1
863;haeckel;2
864;half;5
865;haploid;2
866;harbor;4
867;harland;1
873;helix;1
877;heterotroph;1
878;hierarchical;2
883;hole;1
884;hollow;3
885;holmiae;1
886;homoscleromorph;1
888;hopf;1
889;horsehair;1
891;houghton;1
893;house;2
897;hutchins;1
898;hydrothermal;1
899;iciligorgia;1
902;image;4
904;implications;2
909;imposed;2
911;improves;3
912;inbreeding;1
920;incertae;1
948;indicate;1
950;indicated;4
953;individuals;6
954;inferred;2
955;infobase;1
958;ingest;2
960;inna;1
962;inside;4
963;insights;1
964;instance;1
968;integration;2
969;integrative;1
971;intensively;1
973;intercellular;2
974;interface;1
976;internal;6
981;interpreted;1
982;interrelationships;1
985;invaginates;1
986;invagination;1
987;invertebrate;1
990;investigations;2
991;ipc;1
995;isotopes;1
996;iucn;2
998;j;7
999;jacob;2
1007;jane;4
1008;jaume;1
1009;jeffrey;3
1010;jellies;1
1011;jennie;1
1012;jh;1
1013;jill;2
1019;jones;2
1024;joy;1
1025;julia;1
1028;juvenile;1
1030;kaplan;1
1032;katharine;1
1033;kavita;1
1034;kendall;2
1035;kenneth;3
1038;keshra;1
1039;kevin;4
1041;keys;1
1042;kill;2
1043;kim;1
1051;kingdoms;3
1059;knut;1
1060;la;3
1070;lamp;1
1077;larry;1
1079;larvae;1
1084;lay;3
1093;leg;1
1094;leidyi;1
1095;leonid;2
1097;libby;1
1109;limestones;1
1110;lineage;2
1111;linkages;1
1131;lophophorate;1
1132;lophotrochozoa;1
1133;lorenz;1
1134;love;1
1136;lung;1
1137;lymnaea;1
1138;m;4
1139;magazine;1
1140;magloire;1
1153;male;1
1155;malurus;1
1164;masking;1
1165;massachusetts;2
1166;master;1
1168;mathew;1
1169;mating;1
1172;matrix;1
1173;matthew;2
1178;medical;5
1179;meiosis;2
1180;melanogaster;1
1182;members;5
1186;menschen;1
1187;mesoderm;1
1188;metamorphosis;1
1191;metazoan;2
1196;meyer;1
1205;michod;1
1206;microscopic;4
1209;mifflin;1
1211;mikhail;1
1217;mittal;1
1218;mnemiopsis;1
1224;modena;1
1245;mollusca;1
1246;molluscan;1
1247;molluscs;1
1249;monophyletic;1
1252;monroe;1
1253;monterey;1
1257;mortality;2
1259;moss;1
1260;motile;1
1262;moulting;1
1264;mouth;1
1267;moved;3
1268;multicellular;4
1269;multimedia;1
1271;museum;2
1272;mutations;2
1273;myxozoa;1
1275;nancy;2
1277;natal;1
1279;nathan;1
1286;naturae;1
1289;neelima;1
1290;neil;1
1291;nelson;1
1292;nematoda;1
1293;nematode;2
1294;nematomorpha;1
1295;nemertea;1
1296;nemertean;1
1297;nemerteans;1
1298;nerve;3
1299;nests;1
1300;neural;2
1301;newt;1
1302;nicholas;3
1303;niel;1
1304;nimrod;1
1305;nipam;1
1306;nonbilaterian;1
1307;notably;4
1308;noticeably;1
1322;numerous;5
1325;oceanographic;1
1330;oder;1
1331;offspring;1
1336;onychophora;1
1337;opening;3
1338;opposition;1
1354;organized;3
1370;origins;2
1373;oscarella;1
1379;package;1
1380;pagesuse;2
1381;pageswikipedia;4
1382;pair;2
1383;paired;1
1385;parasites;2
1388;parasitic;4
1391;pass;5
1392;paternity;1
1393;patterns;2
1396;paulyn;1
1400;periodical;1
1401;periodicalwikipedia;1
1402;permanent;3
1404;perspectives;2
1408;phascolopsis;1
1409;philosophical;3
1410;photosynthesis;5
1420;phylogenetic;3
1422;phylogenetics;1
1425;phylogenomic;2
1428;phylum;1
1433;pilgrimage;1
1434;pitambar;1
1438;placement;1
1440;placozoans;1
1441;plan;3
1443;plans;2
1450;platyzoa;1
1451;platyzoan;1
1452;plexaurella;1
1454;poor;3
1464;posterior;1
1465;pradip;1
1466;precursors;2
1467;predation;1
1474;pressures;1
1476;previously;6
1477;prey;2
1482;princeton;5
1485;prior;4
1496;producing;6
1499;progress;2
1500;progressive;1
1501;projects;2
1502;prominent;1
1506;proteins;5
1507;protist;1
1509;protostome;1
1511;protostomes;1
1514;protozoa;1
1517;publications;1
1518;pusey;1
1520;radial;1
1524;ralls;1
1526;rastogi;1
1529;rdna;1
1530;really;2
1531;rearrangement;1
1533;recessive;1
1538;red;7
1547;reggio;1
1548;regna;1
1549;reinhardt;1
1550;relate;1
1555;relationships;4
1565;relatives;2
1571;releasing;4
1572;reliability;1
1576;renaud;1
1577;repeating;2
1578;repertoire;1
1581;representing;1
1582;reproduction;3
1585;reproductive;2
1589;resident;1
1590;resolution;3
1591;resources;5
1612;revealed;3
1613;reveals;2
1616;revives;1
1617;ribbon;1
1620;rigid;3
1622;rita;1
1625;roger;2
1626;rotifera;1
1627;roughly;5
1628;roundworms;1
1629;route;1
1631;sampling;2
1633;sangwal;1
1634;saunders;2
1635;scattered;2
1636;schizocoelous;1
1641;scientists;6
1642;scottish;2
1652;secondarily;1
1653;seeps;1
1654;segmented;1
1655;selection;3
1656;selective;2
1657;send;2
1658;sensory;1
1659;separate;5
1665;separates;3
1675;series;4
1678;seung;1
1679;severely;3
1689;shortly;1
1698;simultaneous;1
1701;sipunculid;1
1702;sired;1
1703;sister;2
1712;smaller;7
1715;social;4
1718;sort;2
1719;soul;1
1742;spermatozoa;1
1743;sphaerica;1
1744;spine;1
1745;spiral;1
1746;spiralean;1
1747;splendid;1
1749;sponge;1
1750;sponges;1
1757;spring;3
1759;stagnalis;1
1760;stained;1
1761;stanley;1
1762;starlet;1
1769;statistical;1
1770;statistics;1
1772;stream;1
1773;stromatolite;2
1775;strongest;2
1779;stuart;1
1780;studied;5
1790;subgroup;1
1792;subsumed;1
1793;success;2
1795;sue;1
1796;sugars;5
1801;summarized;1
1802;summary;5
1803;sunlight;5
1805;supergroup;1
1806;superphylum;1
1809;supports;2
1811;survivability;2
1812;susanne;1
1813;swim;1
1814;symmetric;1
1817;sympetrum;1
1818;synonym;1
1819;systema;2
1824;tamara;1
1825;tata;1
1826;taxa;2
1827;taxon;2
1828;taxonomic;2
1830;teach;1
1831;technology;2
1832;tell;1
1834;tentacles;1
1835;text;4
1836;textwikipedia;2
1837;thom;1
1844;threatened;3
1848;tight;1
1849;tigran;1
1851;timothy;2
1852;tiny;2
1853;tissues;4
1855;tmh;1
1857;tonian;1
1859;topology;1
1864;tracks;1
1869;trait;1
1870;transactions;3
1871;transition;4
1873;tree;5
1878;trezona;1
1880;tria;1
1881;triploblastic;1
1882;trochophore;1
1883;tube;2
1889;ulrich;1
1896;undergoing;1
1900;underwater;1
1901;unexpected;1
1902;unique;3
1917;unrelated;3
1922;untitled;1
1925;upends;1
1926;upper;4
1927;urchins;1
1937;vendian;1
1938;vents;2
1939;vertebrate;1
1945;victoria;2
1946;view;4
1947;views;2
1948;volume;4
1956;vosa;1
1957;warren;2
1962;wayne;2
1963;wcb;1
1964;web;3
1965;werner;1
1966;west;2
1974;williams;3
1975;willis;1
1976;winfield;1
1977;wolf;3
1978;won;1
1979;woods;1
1992;worms;2
1994;xiujuan;1
1995;yale;3
2002;zebrafish;1
2003;zygote;1
0;aberic;1
2;abortions;1
3;absorbed;3
4;absorption;4
10;accepted;3
12;accomplished;1
13;accumulate;5
28;actions;1
29;active;5
30;actively;3
34;actually;4
40;adelbert;1
41;adequate;4
45;administration;2
47;advancement;2
48;adverse;2
51;advertisements;1
55;aging;1
56;ai;1
62;allowance;1
64;alpha;2
65;alphabetized;1
69;amine;1
71;amines;2
80;anemia;1
82;angular;2
85;annals;4
89;anthranilic;1
90;anticoagulation;1
93;appeal;2
97;applicable;1
98;approaches;4
99;approval;1
103;arctic;2
114;articleswikipedia;2
115;artificial;3
120;aspirin;1
121;assis;1
122;assisting;1
123;associated;7
127;ate;1
134;avidin;1
135;avoid;2
166;bananas;1
174;beneficial;3
180;beriberi;1
187;beta;1
191;bioactivity;1
194;biochemist;1
200;biologically;2
202;biotin;1
204;bird;2
206;bleeding;1
208;blueprint;1
211;bolander;1
212;bottle;1
213;bound;3
216;bristol;1
217;britannica;2
222;brown;4
223;bundesrecht;1
248;canada;2
251;canned;2
252;cardiovascular;2
254;carnauba;1
255;carried;3
260;casimir;1
261;catalysts;2
273;causing;5
275;cecil;1
277;centers;1
284;cfr;1
285;challem;1
286;chandan;1
306;chickens;1
307;child;2
308;children;2
309;cholecalciferol;1
310;christiaan;2
311;circumstances;1
312;citrus;1
322;clin;1
326;coagulation;1
328;code;4
330;coeliac;1
331;coenzymes;2
332;cofactors;2
333;coined;2
335;colorado;2
